"","NAME","Y","X"
"255","Denny",682846,281166
"257","Stoneywood",682806,279896
"409","Gullane",682773,348335
"263","Carron",682746,288351
"10503","Blairbeg Hill",682658,218309
"2550","Leith Harbour",682637,329260
"8371","Auchendennan Muir",682538,235771
"1957","Larbert",682457,285993
"13621","Downing Point",682449,315986
"14497","Rosyth Europarc",682426,310519
"4963","Kingston",682342,354181
"146","Helensburgh",682308,229600
"8357","Hopeward Point",682267,315136
"4419","Stronafian",682265,201178
"10363","Langlees",682191,289228
"12822","Muir Toll",682139,263469
"13074","Auld Toon",682116,291377
"266","Glensburgh",682086,291063
"13070","South Broomage",682082,286219
"5689","Carperstane",682077,355548
"4099","Port of Rosyth",682060,310474
"1356","Craigbarnet Muir",682031,257474
"80","Balloch",682008,239291
"267","Grangemouth",682005,292692
"3893","The Campsie Fells",681984,258617
"8370","Stoneymollan Muir",681951,236464
"10351","Jamestown",681925,312624
"5686","West Fenton",681843,349912
"5755","Parkhill Wood",681839,253329
"8373","Upper Stoneymollan",681829,237345
"1301","Fin Glen",681809,258108
"5662","Sydserf",681784,354258
"268","Boness",681696,299899
"2356","Craigendoran",681672,230957
"3106","Blairmore",681642,219536
"5657","Fenton Barns",681628,351359
"262","Bainsford",681587,288530
"11411","East Fenton",681553,352217
"3097","Cove",681533,222106
"2342","Whitekirk",681504,359557
"5754","Dry Glen",681473,253791
"7529","Inverneill",681421,184765
"11380","Jamestown",681367,239744
"4365","Carriden",681339,301847
"2381","Kilmun",681319,217470
"5685","New Mains",681309,350805
"11070","St Baldreds Cradle",681301,363808
"8369","Tullichewan Muir",681290,236772
"8372","Tulliechewan Farm",681189,237759
"12915","Head of Muir",681159,281217
"13075","Kersiebank",681134,293578
"8378","Blackthird",681133,234465
"8379","Auchinabreck",681046,235130
"13062","Middlefield",680925,289606
"6485","Strone",680781,218690
"4363","Muirhouses",680704,301884
"10354","Kinneil",680702,298657
"5661","Congalton",680626,354320
"7378","The Whangie",680613,249188
"13060","Grahamston",680605,288784
"8368","Bromley Muir",680570,237200
"271","North Queensferry",680560,313167
"136","Camelon",680475,286890
"3096","Kilcreggan",680466,223552
"11239","Aberlady Point",680439,345598
"4364","Little Carriden",680425,302044
"2382","Sandbank",680361,216182
"260","Bonnybridge",680329,282378
"10364","Bowhouse",680272,293051
"14558","Westfield",680255,290261
"3892","The Kilsyth Hills",680241,268397
"8375","Alexandria",680222,239017
"12436","Ardnadam",680198,217167
"11061","Tyne Sands",680177,363741
"13735","Colgrain",680147,232388
"12913","Braeface",680144,278593
"5780","Berryhill",680142,272975
"254","Dennyloanhead",680121,280928
"13795","Gleanhead",680098,274794
"5757","South Brae",680095,254300
"942","Five Gates",680094,360750
"3334","High Banton",680029,274964
"7379","Auchineden",680018,250354
"13063","Arnothill",680004,288148
"1300","Campsie Glen",679990,261030
"8374","Overton Muir",679975,237038
"408","Aberlady",679958,346569
"269","Blackness",679954,305119
"138","Falkirk",679909,288812
"5756","Jennys Glen",679909,255637
"5779","Brockieside",679871,272624
"11060","Sandy Hirst",679853,363556
"1546","Black Craig",679788,262374
"10356","Tamfourhill",679745,286160
"10357","Bantaskin",679696,287423
"85","Blanefield",679677,255547
"5782","Lag nan Capull",679631,149481
"5781","Lag Beithe",679624,150275
"11063","Hound Point",679583,315755
"3109","High Bonnybridge",679578,282991
"173","Clachan of Campsie",679541,261074
"12910","Laurieston",679510,291137
"11378","Bonhill",679507,239547
"8376","Millburn Muir",679496,237256
"13061","Callendar Park",679496,289364
"13915","Drem",679489,351087
"11062","Heckies Hole",679446,363338
"3138","Longcroft",679428,279904
"2214","Old Polmont",679419,293811
"3980","East Fortune",679393,355266
"10355","Woodlands",679360,288316
"13524","Carbeth",679358,252259
"3128","Greenhill",679296,282044
"11064","The Buchans",679278,317132
"11066","Whitehouse Point",679273,314832
"3335","Banton",679270,275014
"84","Strathblane",679264,256629
"8186","Cuilt Brae",679261,254984
"8188","Boards",679229,254291
"3461","Haggs",679207,279080
"5778","Belt Moss",679205,272293
"8377","Poachy Glen",679204,238029
"8650","Creag Maoile",679204,199375
"3033","Banknock",679196,278637
"14644","Mannerston Holdings",679131,304844
"943","Tyninghame",679115,361017
"8533","Ballagan Farm",679105,258091
"2384","Hunters Quay",679090,218478
"2767","Kilfinan",679086,193391
"10353","Abercorn",678974,308094
"10359","Westquarter",678946,291540
"345","Dunbar",678919,367929
"8649","Cnoc nam Broighleag",678918,199873
"9346","Champany",678905,303101
"2213","Polmont",678830,293585
"11990","Ardbeg Point",678774,206227
"11068","The Binks",678739,319787
"7381","Greenan Glen",678737,250810
"12911","Allandale",678734,280138
"10358","Redding",678684,292066
"11991","Ardbeg",678597,206109
"10352","Port Edgar",678593,311937
"8187","Drumbrock Muir",678558,255163
"2809","Kelvinhead",678550,275737
"10361","Hallglen",678527,289199
"6501","Belhaven",678501,366726
"3979","High Balmalloch",678489,271272
"11975","Invervgain",678434,207795
"8693","Midhope Glen",678416,307353
"11379","Renton",678416,238830
"13076","Lionthorn",678392,287858
"109","South Queensferry",678354,312968
"10362","Glen Village",678300,288695
"2357","Geilston House",678296,234010
"1576","Lagg",678281,159403
"3977","Northfield",678279,270537
"11067","The Knoll",678244,319574
"12434","Kirn",678190,218246
"3976","Balmalloch",678188,271207
"8942","Bankhead Steading",678129,314157
"5776","North Barrwood",678079,272693
"4017","West Barns",678071,365671
"2566","Ballencrief",678026,348607
"8990","Sauchen Braes",678010,246314
"3978","Westfield",678009,270698
"10236","Echline",678006,311890
"14646","Castlecary",677990,278585
"7380","Craigenkirn Glen",677944,251585
"1345","Kilsyth",677858,271801
"2538","Reddingmuirhead",677822,291448
"2537","Brightons",677798,292915
"147","Cardross",677791,234227
"1390","Gourock",677782,224140
"174","Lennoxtown",677757,262850
"1765","West Dunbartonshire",677749,241979
"3497","Newton",677693,309167
"1395","Craigallian",677663,253977
"5775","Barrwood",677645,272805
"13095","Fort Matilda",677635,225613
"11065","Snab Point",677571,318031
"10441","Pardovan",677566,304391
"13913","Long Green",677506,317710
"6787","Eweford Cottages",677501,366560
"13126","Scotstoun",677471,313395
"2325","Queenzieburn",677459,269397
"9337","Woodend",677425,308803
"82","Dalmeny",677417,314337
"11069","Black Rocks",677407,327869
"2453","Athelstaneford",677344,353531
"5716","Broxburn",677328,369284
"13102","Cardwell Bay",677281,224892
"2899","Wallacestone",677252,291851
"827","Achahoish",677246,178323
"344","East Linton",677226,359181
"5777","South Barrwood",677217,272568
"10360","Rumford",677211,293268
"9038","Old Philpstoun",677200,305941
"13912","Home Farm Cottages",677193,317165
"7516","West Barns Mains",677189,366061
"2567","Spittal",677185,346581
"13099","Ashton",677146,223266
"1746","Linlithgow Bridge",677130,298326
"137","Linlithgow",677092,300023
"175","Mugdock",677084,255888
"417","Newhaven",677016,325542
"1911","Philpstoun",677008,304796
"7528","Granton",676991,323592
"5720","South Belton",676971,365096
"1299","Drumbreck Marsh Nature Reserve",676952,270377
"1903","Whitecross",676884,296869
"2536","Shieldhill",676882,289770
"13098","Midton",676851,223759
"1298","Auchinstarry",676838,271955
"13101","Trumpethill",676794,222968
"2560","Dullatur",676790,274608
"3154","Auchinvole",676771,271345
"3012","Maddiston",676739,293975
"13097","Greenock West",676691,227213
"13737","Bellsmyre",676675,240734
"3078","Nether Croy",676628,272616
"493","Dunoon",676536,217453
"2324","Auchinreoch Holdings",676531,267719
"4572","Trinity",676523,324879
"1564","Milton of Campsie",676498,265154
"5758","Deils Elbow",676477,271668
"9035","Kingscavil",676456,302992
"13972","Ardoch",676372,236320
"497","Pilton",676330,322682
"13100","Levan",676285,221699
"13914","Burnshot",676224,317265
"2905","California",676186,290782
"12823","Longniddry",676138,344235
"181","Greenock",676132,227969
"531","Leith",676125,327017
"14473","Cumbernauld Village",676120,276680
"111","Cramond",676116,318540
"419","Silverknowes",676106,320580
"13092","Bow Farm",676099,226045
"13738","Castlehill",676095,238432
"13742","Townend",676020,239984
"498","Muirhouse",675996,321599
"1360","Croy",675979,272604
"12702","Biel",675921,363329
"13104","Larkfield",675878,223771
"6107","Cumbernauld Glen",675861,277636
"13741","Westcliff",675859,237785
"14296","Central",675847,227851
"407","Cockenzie and Port Seton",675810,340632
"4866","Craigmarloch",675795,273551
"1927","Abronhill",675785,278125
"1114","Threemiletown",675778,305845
"13712","The Loan",675738,295225
"14298","Gateside",675724,225746
"14297","Smithston",675706,225207
"4119","Torness Point",675646,374879
"3489","Bridgend",675627,304244
"13736","Dalreoch",675620,239088
"8655","Eyrelan Glen",675533,270152
"13739","Brucehill",675499,238597
"14295","Cartsdyke",675492,229215
"13740","Silverton",675488,240631
"221","Twechar",675487,269854
"2524","Spott",675462,367252
"420","Davidsons Mains",675456,320792
"416","Inverleith",675426,324189
"12435","Bullwood",675375,216689
"1566","Birdston Bank Farm",675358,265161
"5721","Pitcox",675357,364382
"530","Barnton",675332,319338
"1565","Birdston",675327,265459
"496","Drylaw",675304,322168
"6108","Vault Glen",675293,277456
"14299","Ladyburn",675283,230252
"13093","Braeside",675266,223967
"13094","Branchton",675253,224825
"148","Dumbarton",675230,239541
"13106","Pennyfern",675220,225907
"13107","Bridgend",675212,229459
"5715","Skateraw",675149,373430
"7127","Kirktonhill",675130,238901
"13105","Overton",675089,226683
"13096","Bogston",675067,231051
"14484","Sgeirean Leathan",675066,128137
"6497","Kilmory",675053,170336
"2180","Kildrum",675040,276949
"4170","Lochend",675036,327920
"3378","Winchburgh",675034,308942
"86","Baldernock",675023,257712
"4158","Smithstone",675023,272932
"7428","Buttock Point",675012,201065
"7383","Coire Ban",674948,196967
"529","Cammo",674944,317917
"4160","Broughton",674941,325975
"4208","Huntington",674910,348647
"4207","Seton",674869,341360
"532","Restalrig",674857,328450
"3017","Standburn",674846,293028
"5559","Balloch",674726,274338
"2183","Seafar",674695,275535
"515","Comely Bank",674690,323791
"10425","Luggate",674682,359630
"13103","Gibshill",674682,230698
"14485","Eilean Beag",674682,127873
"9342","Ochiltree",674641,303095
"14486","Sgeir nan Sgarbh",674621,128325
"4169","Craigentinny",674615,329364
"5560","Craiglinn",674593,273313
"252","Kirkliston",674562,312565
"203","Colintraive",674561,203176
"6496","Kilmory Cottages",674555,170298
"421","Blackhall",674549,321550
"514","Stockbridge",674544,324593
"8478","Clermiston",674543,319866
"1344","Cumbernauld",674534,275934
"180","Port Glasgow",674516,232072
"11325","Margadale",674516,139393
"4865","Blackwood",674501,271893
"1679","Prestonpans",674479,338649
"2111","Thorntonloch",674473,375075
"3946","Harestanes",674464,267111
"3945","Cleddans",674462,266689
"422","Craigleith",674456,322771
"7433","Maids of Bute",674452,200907
"14","Milngavie",674430,255333
"14596","5th",674430,259636
"7435","Rubha aÂ´Bhodaich",674428,202644
"7427","Buttock Hill",674426,201062
"10226","Milton",674423,242752
"10641","Cochno",674375,249765
"14597","4th",674359,259717
"14595","6th",674353,259613
"14598","3rd",674320,259692
"14594","Practice Area",674316,259502
"14593","Par 3 Course",674314,259634
"3944","Langmuir",674309,267853
"14599","2nd",674304,259600
"10202","Meadowbank",674290,327524
"6116","New Town",674253,325233
"5660","Luggate Burn",674249,360057
"14600","1st",674232,259539
"10234","Abbeyhill",674225,327007
"2525","Stenton",674185,362098
"7791","Niddry",674174,308764
"14592","Practice Area",674133,259658
"4462","Crowhill",674127,373587
"14626","Broadwood",674122,272690
"4387","Piershill",674117,328675
"2181","Carbrain",674106,276153
"198","Torrance",674068,261973
"3932","Merkland",674057,266828
"8274","Ardmenish",674047,157160
"7434","Ronalds Knowe",674014,200990
"11","Edinburgh",674006,325893
"10418","Cuthill",674000,338304
"4105","Innerwick",673993,372025
"10419","Preston",673944,338913
"7426","Balnakailly",673941,201884
"3974","Barleybank",673912,265643
"7421","Auchalick Wood",673911,192008
"1211","Dean Village",673906,324002
"343","Haddington",673895,351438
"13113","Woodhall",673879,234311
"533","Portobello",673876,330501
"4225","Glencryan",673868,277869
"1400","Lint Coble",673863,278690
"5484","North Baljaffray",673843,253103
"3947","Rosebank",673826,267482
"4864","Collingwood",673819,272534
"6281","Canongate",673809,326472
"1735","Kirkintilloch",673802,265496
"10420","Nungate",673782,352127
"1675","Willowbrae",673749,328499
"13109","Boglestone",673719,233364
"1122","Ecclesmachan",673693,305802
"13762","Port Driseach",673683,198830
"10417","Prestongrange",673682,337159
"249","Bowling",673660,244802
"7813","Hallyards",673651,312708
"10223","East Craigs",673651,318676
"8461","West End",673628,324319
"10426","Whittingehame",673614,360037
"6869","Langbank Holdings",673596,257173
"3940","Westermains",673594,264476
"6117","Old Town",673589,325693
"4388","Northfield",673580,329150
"13112","Broadfield",673566,234339
"7429","Cnoc Buidhe",673561,202332
"15","Balmore",673554,260231
"13110","Devol",673444,232781
"16","Bardowie",673429,258380
"1736","Condorrat Junction",673424,274239
"12815","Jawhills",673398,281482
"12814","Fannyside Mill",673367,280994
"1775","East Dunbartonshire",673328,262662
"1280","Lenziemill",673321,276012
"5485","South Baljaffray",673317,253232
"534","Joppa",673299,331965
"3989","Mosshead",673298,254281
"2182","Greenfaulds",673282,275262
"4389","Gladsmuir",673265,345879
"516","Murrayfield",673259,322166
"6111","Palacerigg Cottages",673238,278372
"6109","West Waterhead",673221,276568
"13189","Faifley",673217,250280
"3941","Hungry Hill",673204,253625
"517","Haymarket",673198,324061
"4126","Park Farm",673162,234544
"1099","Condorrat",673143,273769
"7431","Creagan Lochan",673139,201246
"13873","Bunnahabhain",673129,142076
"480","Langbank",673126,238536
"1289","Sandy Knowes",673098,277840
"1026","Slamannan",673096,285610
"7385","Gleann aÂ´Cheaird",673085,195888
"6110","Waterhead Farm",673074,276904
"13187","Old Kilpatrick",673071,246286
"4585","Bardrainney",673066,233893
"13108","Mid Auchinleck",673049,233487
"7436","White Knowe",673032,202516
"7432","DougalÂ´s Rock",673017,203661
"13140","Southside",673009,326162
"1676","Duddingston",673005,329118
"246","Corstorphine",672977,319973
"3168","Tollcross",672963,324912
"1677","Levenhall",672959,336153
"7386","Middle Inens",672954,197562
"1098","West Fannyside",672896,280587
"7430","Corranach Knowe",672840,202943
"10203","Fisherrow",672831,333824
"8970","Ingliston",672829,315145
"1714","Tranent",672794,340545
"7457","Fountainbridge",672793,324396
"13111","Slaemuir",672761,233956
"1290","Tannoch",672757,277792
"10228","Brunstane",672745,331414
"13188","Hardgate",672743,250121
"248","Duntocher",672721,248902
"1279","Blairlinn",672701,275529
"4146","Dalry",672680,323630
"2112","Bilsdean",672641,376286
"1053","Luggiebank",672626,276432
"1745","Avonbridge",672624,291095
"406","Musselburgh",672621,334273
"8969","Newbridge",672605,311986
"1720","The Lighthouses",672559,157343
"2019","Torphichen",672536,296777
"8971","Gogar",672466,316812
"7526","Macmerry",672461,343432
"13788","Middle Norton",672458,314622
"8682","Ratho Station",672446,313378
"1105","Glenhove",672379,277219
"13186","Mountblow",672366,247084
"10248","Pinkie",672360,335457
"492","Tighnabruaich",672353,197559
"1659","Sciennes",672348,326065
"1083","Garngibboch",672332,274966
"12912","Binniehill",672332,285575
"518","Gorgie",672281,322831
"7384","Creagan Conasgach",672280,196186
"4391","Penston",672268,344480
"1107","Wester Blairlinn",672261,275576
"10424","Morham",672247,355891
"13718","Westfield",672245,293788
"222","Broxburn",672234,308302
"7387","Tom na h-Adaig",672220,197155
"1686","Bruntsfield",672211,324696
"11396","Buchley Farm",672194,259088
"3073","Strathloanhead",672175,292546
"10501","Tom na Criche",672170,203008
"13","Bearsden",672168,254293
"490","Inverkip",672142,221011
"536","Newington",672111,326656
"101","Bearsden Cross",672109,254237
"12747","Cadder",672108,261738
"1131","Fedderland",672101,277911
"1658","Marchmont",672085,325188
"13185","Parkhall",672085,249127
"1130","Wester Glentore",672077,278644
"1106","Craigelvan",672068,277566
"543","South Gyle",672060,318677
"1104","Coathill",672030,276683
"1091","Dykehead",671996,288630
"1357","Lenzie",671969,265569
"1678","Wallyford",671945,336600
"1286","Torbrex",671944,279108
"519","Merchiston",671918,323981
"2455","Innellan",671883,215634
"10206","Inveresk",671881,334856
"10201","Newcraighall",671875,332030
"537","Mayfield",671870,326757
"8480","Prestonfield",671838,327546
"10224","Stenhouse",671830,321451
"1101","Millcroft",671822,275346
"2313","Stoneyetts",671820,269124
"10204","Stoneybank",671801,333540
"1094","Uphall",671766,305988
"1216","Cove",671757,378008
"1287","Luckenhill",671755,279744
"10200","Niddrie",671751,330217
"1719","Ã€ird FheÃ rnail",671726,156123
"13183","Radnor Park",671696,249557
"538","Craigmillar",671688,329005
"1660","The Grange",671684,326082
"1050","Mollinsburn",671676,271806
"11401","Easter Balmuildy",671651,258215
"10312","Glenmore Hill",671645,202338
"10314","Mid Hill of Bullochreg",671621,203239
"1718","An Cnoc Crom",671609,155524
"3167","Auchoirk Farm",671602,195341
"2093","Claddens Holdings",671571,266970
"1132","Westside Farm",671570,280042
"11402","Wester Balmuildy Farm",671531,258060
"7459","Saughton",671529,320869
"7790","Whitelaw Hill",671508,357225
"13789","Hillend",671495,313414
"13184","Dalmuir",671480,248341
"1285","Loanhead",671461,278730
"520","Slateford",671446,322254
"491","Kames",671426,197200
"10205","Monktonhall",671405,333840
"9446","Bishopton",671404,243197
"524","Morningside",671392,324491
"3921","Drumchapel",671330,252015
"7792","Cove Farm",671328,378142
"1288","Langdales",671269,279797
"7456","Broomhouse",671263,320235
"7422","Crispie",671230,191531
"1685","Blackford",671212,325705
"1102","Windyridge",671157,276497
"2355","Cockburnspath",671102,377429
"6126","New Winton",671082,342606
"1103","Staylee",671067,277021
"14466","North Barr",671053,246213
"4019","Upperton Farm",671043,280795
"9370","Bridgehouse",671039,293622
"13710","Low Limerigg",671032,285644
"8402","Buxley Farm Cottages",670996,341592
"13182","Kilbowie",670983,249882
"5659","Samuelston",670968,348361
"3421","Upperton",670960,280666
"3166","Auchoirk Cottages",670959,195172
"6315","Siccar Point",670958,381249
"13719","Site of Bangour Village Hospital",670938,303185
"1110","Moodiesburn",670912,269811
"3786","Blacktongue Farm",670912,278499
"7382","Cnoc aÂ´Chuilinn",670909,197312
"8967","Dechmont",670865,304019
"3935","Drumry",670862,250693
"10232","Parkhead",670857,320532
"1766","Inverclyde",670849,228164
"11403","Blackhill",670837,257299
"1672","Garvald",670836,358793
"13141","Gogarbank",670812,317040
"3582","Muirend",670797,309788
"8972","Roddinglaw",670763,316342
"1359","Auchinloch",670756,265937
"12810","Bearslear",670747,294207
"1027","Limerigg",670729,285696
"7458","Longstone",670729,321230
"1282","North Shank(site of)",670727,275402
"1687","Nether Liberton",670715,327314
"528","Sighthill",670690,319692
"245","Ratho",670689,313644
"11395","Lochfauld Farm",670679,258747
"12040","Boonslie",670678,366705
"921","Greengairs",670665,278752
"7118","Pease Bay",670647,379428
"12586","Oldhamstocks",670624,374060
"525","Comiston",670620,324046
"5671","Roman Camp",670600,307352
"2113","Kirklands",670566,375654
"5369","Simpson Centre",670556,329087
"190","OPD1",670552,329239
"1028","High Limerigg",670545,285720
"3477","Gain Quarry(site of)",670540,273508
"7425","Glenan",670516,192288
"189","OPD2",670513,329246
"1585","Erskine",670500,246793
"1684","The Inch",670490,327953
"6025","Cameron Glen",670487,277119
"2050","Old Craighall",670485,333442
"7420","Millhouse",670485,195602
"8874","Boggs Holdings",670480,344729
"7424","Derybruich",670437,193623
"1052","Annathill",670424,272657
"1560","Wester Auchinloch",670420,265611
"1593","Old Drumchapel",670392,252241
"521","Craiglockhart",670387,322425
"14463","Linburn",670372,245486
"187","OPD5",670365,329231
"3472","Elphinstone",670362,339660
"13711","Blackloch",670345,286446
"3936","Linnvale",670343,251009
"1592","Clydebank",670333,249804
"1756","West Lothian",670303,306347
"188","OPD6",670298,329205
"10435","Uphall Station",670275,306223
"7793","Old Cambus West Mains",670272,380395
"1084","Gain",670269,273547
"10233","Hermiston",670245,317847
"1116","Hilltown",670226,331195
"7841","Dowlaw",670226,385643
"10249","Blairdardie",670211,252673
"10316","Stuck Farm",670208,206177
"2556","Bishopbriggs",670162,260912
"3581","Illieston",670144,309942
"1109","Chryston",670142,268860
"2403","Summerston",670138,256870
"10229","Braid Hills",670123,324771
"10315","Peat Hill",670123,204990
"3422","Longriggend",670122,282485
"14464","Craigend",670113,245847
"7917","Woollands",670100,374018
"3463","Whitecraig",670090,335364
"253","Kingsknowe",670070,321330
"7125","Neuk",670060,377189
"14013","Carberry Mains",670048,335962
"920","Wattston",670044,277681
"10422","Bolton",670031,350689
"1051","South Medrox",670029,272633
"7798","Redheugh",670023,382261
"7423","Cuid Oidhche",670021,193059
"3899","High Knightswood",669992,253725
"489","Wemyss Bay",669962,219431
"11311","Balulive",669960,140593
"14465","Park Mains",669926,247508
"7916","Fernylee",669924,374803
"11348","Sanaigbeg",669912,122032
"13334","Woolmet",669875,331240
"7795","Old Cambus East Mains",669873,381207
"209","Wester Hailes",669871,319813
"478","Kilmacolm",669867,235810
"526","Greenbank",669857,323898
"3937","Whitecrook",669850,250872
"925","Riggend",669811,276536
"1128","Cullochrig (Farm)",669795,275649
"14014","Carberry",669787,336431
"13787","West Clifton",669781,310684
"7796","Old Cambus Townhead",669768,380064
"2772","Portavadie",669635,192628
"3901","Netherton",669628,254469
"7915","Whinhouse",669619,375233
"10611","High Possil",669605,258915
"1117","Newton Village",669584,331752
"539","Liberton",669547,327442
"894","Muirhead",669545,268446
"10231","Danderhall",669545,330690
"1782","East Lothian",669540,353221
"7797","Old Cambus",669523,380534
"3897","Colston",669516,260252
"7501","Smeaton",669514,335092
"2890","St.Abbs Head",669498,391295
"1118","Millerhill",669490,332485
"218","Moredun",669481,328736
"7124","Tower Farm",669442,378530
"8679","Knightsridge",669427,304197
"7794","Stockbridge",669424,377001
"895","Greenfoot",669414,273271
"3895","Cadder",669412,257777
"8659","Blood Moss",669411,221540
"13786","Bonnington",669383,312022
"6487","Milton",669379,259615
"1085","Pumpherston",669329,306696
"3889","Gilshochill",669315,256882
"3896","Lambhill",669298,258450
"7799","Old Townhead",669297,380179
"1717","Faolainn",669275,153079
"7455","Baberton",669273,319528
"10423","Ormiston",669261,341350
"3900","Temple",669223,254789
"3213","Port Askaig",669218,143148
"1594","Knightswood",669197,253359
"1129","Drumbowie",669166,275446
"4571","Inchinnan",669166,247681
"1806","Castlehill",669151,273365
"2282","Meeting of the Waters",669147,333942
"10502","Fly Hill",669144,206097
"1574","Feolin Ferry",669141,144053
"8503","Pettico Wick Harbour",669125,390721
"14016","Springfield Cottages",669071,336549
"10610","Balmore",669060,258998
"7527","Pencaitland",669038,344371
"10612","Hillend",669020,258390
"7839","Lumsdaine",669011,387346
"867","Marnock",669006,271623
"11346","Goirtean Bholsa",668995,135581
"1108","Mount Ellen",668975,269355
"522","Colinton",668958,321480
"523","Oxgangs",668954,323391
"14015","Crossgatehall",668920,336787
"1284","Stand Farm",668893,276346
"1559","Heathfield Moss",668882,268445
"7900","Fulfordlees",668852,375879
"3902","Yoker",668817,251243
"8674","Deans",668792,302506
"2987","Anniesland",668780,254208
"2394","Maryhill",668777,256858
"7835","Westerside",668771,388719
"8479","Juniper Green",668765,319816
"1138","Croftfoot",668755,271474
"223","Bathgate",668752,297463
"540","Alnwickhill",668730,326792
"922","Stand",668717,276526
"2392","Kelvindale",668708,255724
"14426","Armadale",668687,293718
"10023","Balgrayhill",668656,260637
"342","Gilmerton",668651,329184
"211","Tarbert",668646,186396
"1088","Eastfield",668635,283238
"258","Gracemount",668617,327707
"1737","Glenboig",668599,272166
"3915","Robroyston",668596,263150
"924","Brackenhirst",668583,274774
"10445","Calderwood",668574,309199
"14443","Keills",668549,141626
"10027","High Balornock",668524,261880
"1281","Drumshangie Moss",668518,277289
"2255","Stepps",668507,265917
"527","Fairmilehead",668496,324695
"8539","Wilkieston",668484,312101
"1716","A Ceill",668471,152530
"6413","Ruchill",668471,258170
"1089","Meikle Drumbreck",668446,282696
"13785","Burnwynd",668433,312762
"7507","Langside",668416,335734
"8657","Kelly Glen",668412,219703
"11984","Ardyne Point",668375,210088
"2178","Cousland",668371,337718
"10250","Blawarthill",668371,252104
"8680","Ladywell",668369,304820
"1283","Raebog",668363,276349
"3849","Scotstounhill",668333,253093
"8529","Camps",668298,310583
"8673","Craigshill",668269,306439
"7899","Edmondsdean",668262,377253
"3310","Bonaly",668247,321418
"5223","Jordanhill",668237,254075
"1111","Ramoan",668202,272723
"893","Gartcosh",668143,269843
"7506","Langside Head",668138,335661
"7836","Westloch",668126,389352
"542","Mortonhall",668107,326994
"7840","Whinney Farm",668063,389336
"541","Southhouse",668031,327727
"3847","Possilpark",668031,259136
"3239","Gifford",668018,353379
"5225","Scotstoun",668016,253003
"10017","Eastpark",667999,257380
"2274","Skelmorlie",667997,219497
"10172","Edinbeg",667988,205909
"13784","Humble",667975,311856
"3890","Millerston",667957,264773
"5222","Kelvinside",667946,256056
"6124","Barmulloch",667877,262296
"976","East Calder",667838,308527
"12819","Caldercruix",667832,282023
"12003","Low Stillaig",667827,193078
"13220","Blinkbonny",667818,318889
"2909","Springburn",667816,260657
"8676","Eliburn",667815,303660
"208","Currie",667808,318260
"944","East Saltoun",667789,347554
"870","Glenmavis",667781,274958
"7122","Bowshiel",667775,378619
"8199","West Tarbert",667764,184887
"6444","Gartliston",667743,272721
"10022","Cowlairs",667709,260073
"13680","Lugton",667703,332791
"5224","North Kelvinside",667690,257250
"926","Dalmacoulter",667684,276545
"7508","Southfield",667660,337598
"1272","Rochsoles",667624,275795
"6105","Low Balornock",667607,261575
"7505","Easter Cowden",667599,336315
"9212","Burdiehouse",667599,327597
"8677","Howden",667572,305321
"7834","Pilmuir",667570,390078
"3846","Hamiltonhill",667566,258724
"9029","Iolarig",667546,174812
"10867","Lempockwells",667535,344864
"10018","Springbank",667520,257980
"2558","Renfrew",667515,250650
"3888","Hogganfield",667504,263721
"3891","Cardowan Moss",667463,266139
"2387","Hyndland",667455,255668
"2454","Toward",667442,213523
"10183","Manse",667362,205177
"975","Mid Calder",667350,307331
"7837","Buskin",667349,388263
"5227","Broomhill",667346,254848
"10230","Swanston",667346,323986
"884","Westrigg",667339,290426
"7815","Blackpotts",667331,390673
"438","Dalkeith",667318,333180
"3351","West Saltoun",667311,346079
"1704","Port Bannatyne",667310,207183
"4847","Danskine",667297,356933
"928","Airdriehill Farm",667290,277714
"7838","Buskinburn",667275,388523
"2891","St. Abbs",667260,391920
"3830","Hillend",667258,282712
"929","Plains",667248,279257
"1090","Forrestfield",667193,285025
"2396","Dowanhill",667167,256230
"219","Kirknewton",667163,311180
"5226","Whiteinch",667156,253875
"10020","Craighall",667146,259237
"11345","Kilslevan",667145,141913
"10019","Rockvilla",667135,258861
"14434","Braehead",667128,252097
"8409","Woodburn",667096,334336
"7123","Penmanshiel",667094,380259
"2395","Hillhead",667083,257009
"14384","Loanhead",667083,250479
"1294","Coltswood House",667075,272792
"1568","Craighouse",667072,152704
"1112","Heatherbell(ruin)",667067,272090
"7800","Hawthorn Dean",667065,385411
"5233","North Woodside",667057,257866
"10026","Petershill",667040,260924
"10597","Oakbank",667035,258481
"9991","Partickhill",667034,255684
"6491","Cretshengan",667028,171332
"3077","Gartsheugh",667023,266816
"10021","Keppochhill",667014,259662
"3831","Hillend (farm)",667000,282932
"883","Blackridge",666998,289484
"5231","Sighthill",666986,260174
"8973","Lothianburn",666984,324993
"10024","Germiston",666966,261601
"3829","Nether Bracco Cottage",666955,283929
"8681","Livingston Village",666931,303869
"4549","Gruinart",666917,128006
"927","Holehills",666912,276732
"1025","Eastercroft",666905,283021
"8658","Martin Glen",666904,222932
"923","Golfhill",666901,275675
"1795","Quarriers Village",666888,236174
"14388","Porterfield",666883,249885
"7898","Paitshill",666881,374714
"3828","Nether Bracco Farm",666867,283948
"10169","Cnoc-na-mhanan",666818,202545
"1705","Ardbeg",666814,208390
