"","NAME","Y","X"
"3881","Seafield",804911,391625
"9274","Grob nan Dallag",804890,126090
"9262","An Doirlinn",804883,126580
"13649","Countesswells",804858,387155
"9238","Sgorr an Duine",804847,123563
"9231","Fang na Fola",804843,123164
"3856","Balnagask",804842,395857
"9279","Na Garraidhean",804838,125693
"13035","Broomhill",804838,392935
"9311","Rubha na Lion",804835,127712
"3799","Gray Street Mews",804825,392385
"9227","Cnon Loisgte",804806,122743
"9258","Am Mialagan",804803,126759
"9261","Traigh Bhan",804802,126564
"9313","St Edwards Centre",804788,127530
"9253","Rubha Nic Eamoin",804759,123850
"3607","Barrisdale",804752,187109
"9283","Sgeirean Dubha",804731,126156
"5895","Wester Ord",804721,382081
"9332","Sgeir a Phuirt",804678,128534
"9297","Buaile na h-Uamha",804655,127691
"9301","Cnoc an Tionail",804641,127292
"9302","Creag Liath",804619,127433
"14344","Mill of Brotherfield",804608,383580
"9307","Greod",804604,127538
"8566","Sron Ruail",804600,120896
"9295","Sliabh na Creige Airde",804584,126452
"12615","Tarland",804584,348058
"10210","Cleit",804577,66921
"11217","Old Township",804551,156788
"9286","Creag Ard",804540,126302
"2252","Mannofield",804514,391782
"9303","Creag Maire Nighinn Alasdair",804503,127792
"4900","Ciste Mhearad",804470,301199
"9226","Beul an Iola-sgoir",804465,122114
"9239","Sgorr nam Ban-naomha",804465,122953
"1227","Lumphanan",804439,358421
"9224","Cnoc an Sgumain",804419,161934
"10197","Landerberry",804402,374569
"8565","Sron Bhrosgor",804396,121111
"9305","Druim an Lochain",804396,127899
"7260","Logie Coldstone",804385,343506
"13175","Airyhall",804372,390754
"9310","Rubha Camas Stianabhaig",804366,128782
"14504","Coire ShÃ¹bh",804347,194185
"9225","Am Beannan",804318,122679
"8254","Creag Follais",804302,289151
"11351","Samhnan Insir",804298,137892
"9235","Iola-Sgorr",804287,122071
"8562","Bre-sgorr",804280,121271
"8564","Glac Bhre-sgorr",804273,121788
"1693","Feshiebridge",804266,285112
"14441","Coire Cas",804262,299951
"9298","Camas Stianabhaig",804255,128580
"9236","Rubha Sgorr nam Ban-naomha",804220,123047
"13534","Coire Odhar",804219,313689
"9930","Cullochy Lock",804187,234154
"3858","Ruthrieston",804160,392831
"9314","Uamh Ruadh",804120,129242
"3862","Braeside",804099,391118
"4857","North Lasts",804091,383106
"9296","Suileabhaig",804052,127855
"13373","Colthill",804028,387937
"9285","Cnoc Ghreannabric",804020,127499
"9300","Ceann an Eilein",804015,129286
"7341","Spion Rocks",803973,307815
"9304","Cul Leodabhaig",803956,129158
"12887","Ã€ird MhÃ²r",803937,71360
"1562","Armadale",803935,163704
"8563","Eileannan Bhre-sgorr",803864,121435
"8486","Kilmory",803855,135779
"13043","Tullos",803854,394865
"3861","Kaimhill",803852,392501
"9336","Creag nam Faoileann",803815,128522
"9291","Eilean Ghreannabric",803783,127592
"9294","Sgeirean nan Ron",803776,127779
"8198","Mam na Seilg",803763,210595
"9287","Dun Beag",803753,128826
"9288","Dun Easubric",803736,128190
"6508","Gleann Einich",803704,292478
"14460","Balnespick",803701,283819
"9289","Dun Mor",803697,128690
"9290","Easubric",803681,128332
"8308","Dun Ban",803679,170121
"3112","South Lasts",803653,383496
"9293","Geodh Sgeir nan Crubag",803649,129195
"8924","The Tom",803612,334277
"11352","Ruadh mhoil",803579,138882
"9292","Garbh Sgeir",803567,128975
"14510","Easan Buidhe",803556,178679
"8294","An Fhaochag",803533,170101
"8306","Doune",803475,170455
"9244","An Steidh",803432,121574
"13084","Aberchalder",803422,234183
"3859","Garthdee",803411,391729
"4902","Coire an t-Sneachda",803399,299288
"12886","Ã€ird Mhithinis",803332,71411
"14440","Coire an t-Sneachda",803312,299325
"3860","Kincorth",803286,393618
"14509","Folach",803276,179300
"4904","Coire an Lochain",803238,298212
"3343","Calligarry",803199,162845
"3344","Ardvasar",803199,163142
"8926","Tom Liath",803173,332850
"10211","Allathasdal",803156,65971
"8297","Cnoc a Chomhlachaidh",803152,170036
"10385","Rubha Dubh",803124,163547
"10212","Am BÃ gh a Tuath",803047,70805
"8301","Coire Seileach",803039,174582
"8317","Roinn na Beinne Bige",803024,173378
"8925","Coire an t-Slugain",803017,329120
"3127","Cults",803015,389399
"4903","Coire Raibeirt",803012,300386
"12592","Glenfinzie",802976,331677
"8307","Dubh-ghlac",802958,170713
"8313","Meall Garbh nan Gobhar",802940,174242
"8329","Uamph Dhorch",802935,170117
"8175","Doire Asamaidh",802859,187296
"14506","Stob no Muicraidh",802731,185600
"12425","Lochbuilg Lodge",802722,318789
"14508","Coire Tadhaid",802721,178266
"14489","Redmoss",802685,394546
"8309","Folach Gate",802681,176448
"3126","Bieldside",802665,387789
"3884","Altens",802656,395648
"4114","Coull",802639,351204
"8298","Cnoc na h-Aodainn",802540,170263
"10387","Sgurr a Chaise",802471,157664
"14583","Bogach",802436,71307
"4897","Coire Domhain",802422,299419
"14505","Coir a Phuill",802371,184468
"8171","Roinn na Beinne",802340,173662
"13858","Bruairnis",802334,71855
"8323","Tom an t-Sidhein Duibh",802311,174464
"1769","Invernessshire",802306,238486
"7262","Milton of Cullerlie",802275,376163
"3111","Upper Anguston",802249,380586
"8299","Coir a Chip",802225,174249
"8316","Roinn a Bhoghe Shamhaich",802218,170144
"3883","Nigg",802195,393077
"8295","Beinn Bhreac",802182,175048
"12358","Corndavon Lodge",802151,322832
"8324","Torr Ban",802144,171068
"8311","Lon na Gleac",802096,176801
"13026","Milton of Logie",802091,344674
"8312","Mam Uidhe",802071,176443
"8319","Sandaig",801998,171846
"7340","Coire Ruairidh",801925,307407
"12364","Easter Sleach",801915,326295
"10388","Sgurr an Easain Dhuibh",801882,157150
"3108","Milltimber",801864,385969
"12426","Old Shielings",801847,321304
"7679","Tornacarry",801843,219427
"13872","Mid Ardoe",801805,389765
"5604","Lynchat",801770,278294
"13755","North Footie",801768,361383
"3379","MÃ m Barrisdale",801765,185575
"1228","Torphins",801759,362351
"7261","Easter Anguston",801738,381629
"8328","Torr na h-Innse",801725,170985
"12384","Shenbhal",801723,330517
"10213","Baile na Creige",801681,65991
"2570","Insh",801671,281434
"7496","Faichemard",801655,228705
"7678","Inchlaggan",801654,217505
"13923","Gleanncosaidh",801615,196412
"11353","Tigh Bhralie",801585,141809
"12385","Torran",801559,330710
"3982","Ordie",801552,345235
"12360","Millcroft of Renatton",801542,326939
"13859","Buaile nam Bodach",801463,71366
"12383","Richarkarie",801434,330189
"8489","Guirdil",801385,132065
"9931","Leitirfearn",801319,232635
"6513","Lairig Ghru",801317,297351
"3595","Coire Glas",801268,186921
"13604","Riverside of Blairs",801264,388281
"3885","Cove Bay",801261,394873
"12363","Tullochmacarrick",801254,327942
"1729","Faichem",801220,228810
"2331","Borgh",801214,65763
"8315","Reidh an Daraich",801204,172531
"12381","Pollocks",801197,330104
"12382","Kirkstyle",801183,329724
"836","Invergarry",801128,230045
"12386","Tomnafeidh",801117,331005
"1741","Tomdoun",801043,215588
"8296","Carn an t-Seididh",801042,173119
"12380","Dalnabo",801037,330387
"8172","Meall an Spardain",801003,195028
"8304","Creag na Doire Faide",800956,174121
"12362","Loinahaun",800943,327657
"12359","Daldownie",800937,324660
"10382","An Doirionnaich",800923,156606
"13885","Mam Unndalain",800919,188653
"3125","Peterculter",800904,384050
"8325","Torr Mor",800894,172048
"12437","Bonnyside",800879,353797
"8205","Claon Leitir",800869,211756
"7497","Gleann Laogh",800824,227475
"8314","Meall an t-Saighdeir",800796,174393
"12477","Laggan",800796,332991
"8322","Slochd a Mhogha",800776,177767
"12470","Old shielings",800774,317653
"12387","Dalfad",800730,331693
"13617","Lairig an Laoigh",800730,303378
"8327","Torr an Tighe",800721,175529
"837","Mandally",800719,229705
"13756","Nether Mains",800687,362973
"132","Kingussie",800676,275771
"12388","Stranlea",800626,331331
"6458","Inveruglas",800596,281002
"3182","Scottas",800583,174880
"12370","Rinloan",800581,329351
"8293","Am Port",800549,172288
"6304","Aird",800538,159400
"12361","Auchintoul",800535,327922
"8206","Greenfield",800521,220060
"12478","Inverinzie",800518,332928
"9366","Sgurran Seilich",800507,157604
"14513","Torcuileainn",800488,181643
"12371","Balnaan",800486,328413
"12479","Tominturn",800481,333205
"6132","Garrygualach",800479,217088
"9359","An Stac",800457,158884
"8303","Creag Eiridh",800446,175491
"13757","Mid Beltie",800446,362329
"8310","Glac an Tobair",800398,174406
"8302","Coire na Cloiche",800366,178321
"12367","Loinaghoil",800365,326887
"8318","Rubh Aird nan Cor",800361,174648
"14231","Campfield",800325,365272
"12366","Loinchork",800295,326592
"12368","Renatton",800272,327701
"9364","Port a Chuil",800246,159844
"2826","Inverie",800243,176481
"14324","East Mains of Drum",800241,380807
"14512","Druim Torc-choire",800233,184878
"12476","Milton",800215,331810
"12480","Lary",800214,333628
"9365","Port na Long",800203,159193
"12482","Torbeg",800176,332441
"8305","Creagan Dearga",800139,173376
"6572","Maryculter Home Farm",800123,384517
"10209","Tangasdal",800111,64956
"13814","The Crossroads",800095,391303
"8320","Satial",800062,172635
"4899","Coire Etchachan",800061,302159
"4110","Dess",800059,356741
"12365","Remicras",800031,326720
"8300","Coire Salach",800011,178836
"12369","Braenaloin",799978,327965
"12357","Blairglass",799932,325997
"9360","Ard Thurinish",799909,159656
"3114","Templars (Scouts)",799904,384633
"12481","Renabroich",799897,332984
"9968","New Kinord",799875,344847
"14511","Torc-choire",799869,184126
"13637","Craigwell",799860,355739
"13860","Earsairidh",799860,70513
"9362","Creag Mhor",799821,156960
"10404","Tromie Mills",799800,278678
"8692","Coalford",799793,382233
"14323","Mains of Drum",799760,380396
"11374","Mains of Easter Beltie",799749,364084
"6512","Glenbanchor",799715,268682
"3981","Kincardine ONeil",799693,359141
"3186","Rubha Raonuill",799650,172869
"13520","Coire Bhrochain",799611,295660
"3260","Kinloch",799602,140242
"9361","Camas Daraich",799546,156753
"3594","Coire na Gaoithe n Ear",799533,187351
"12888","Sgallairidh",799506,69791
"6459","Drumguish",799499,279437
"8174","Meall a Choire Bhuidhe",799456,199197
"8321","Seanachaidh",799453,178662
"8265","Bealach Mhic NÃ¨ill",799409,138161
"11370","Mill of Beltie",799355,365159
"11153","Glenballoch",799326,267991
"9363","Leir Mhaodail",799277,157353
"13605","Stony Hill",799274,384536
"5897","Baile Gean Township",799253,272164
"8252","Coire Bo Chailein",799250,224451
"4898","Coire Mor",799237,298621
"12372","Rechrachrie",799230,326546
"11372","Glassel",799212,365166
"9970","St. Jamess",799205,346787
"13632","Marywell",799198,393107
"5169","Kirkton of Maryculter",799132,385720
"8326","Torr a Bhalbhain",799116,179256
"8173","Meall a Choire Charnaich",799104,197448
"9367","Point of Sleat",799059,156244
"12373","Balfentaig",799014,325586
"3797","Drumoak",798970,379230
"1694","Achlean",798969,284875
"133","Newtonmore",798934,271305
"9967","Meikle Kinord",798909,344092
"12889","BrÃ¨ibhig",798897,69215
"4901","Coire Sputain Dearg",798886,300501
"13812","Bishopston",798872,389993
"12957","Dinnet",798792,345985
"11354","Port-na-caranean",798751,142269
"11371","Brathens",798748,367166
"13813","Sunnyside",798724,389471
"8330","An Chap",798712,176727
"14166","Tillydrine",798708,360230
"6528","Aboyne",798666,352864
"11373","Woodend of Glassel",798604,366093
"13634","Park",798539,378576
"11369","West Brathens",798499,366301
"13270","Nasg",798481,65363
"13861","An Gleann",798462,67237
"5830","BÃ gh a Chaisteil",798275,66634
"7259","North Laggan",798254,229975
"6510","Glen Markie",798180,258696
"8332","Creag an Eilein",798021,176321
"8347","Sgurr nam Feadan",797881,180600
"13606","Altries Wood",797865,384778
"9973","Dalwhing",797787,350762
"8340","Coire nan Gobhar",797660,179864
"5051","Birsemore",797648,352724
"13751","Tullich",797560,338798
"4063","Mallaig Vaig",797551,168814
"4062","Mallaig Mor",797528,169910
"12751","Findon",797520,393739
"8331","Creag an Dochdair",797492,177300
"8348","Stob Coir An Eich-chloimh",797373,182615
"12885","An Caolas",797364,63440
"8336","Coir a Chomhlachidh",797204,180070
"14329","Bridge of Canny",797159,365395
"14331","East Mains",797147,367988
"9974","Bridge of Gairn",797125,335266
"8267","Bealach Bairc-mheall",797100,138611
"55","Mallaig",797076,167570
"8337","Coir an Fhir-eoin",797069,182290
"5049","Birse",797045,355547
"12215","Kildhu",796981,348872
"8569","Ceann Mor",796905,115870
"12214","Bridgend",796856,348975
"8333","Bealach Buidhe",796853,180960
"8346","Sgurr an t-Sagairt",796813,182597
"3187","Loch Nevis",796807,175147
"13642","Inchmarlo",796799,367113
"2553","South Laggan",796782,229177
"4417","Portlethen",796765,392304
"8343","Sgurr a Choire Ghuirm",796710,181443
"8344","Sgurr Coir an Fhir-eoin",796653,182155
"13893","Carnach",796607,186196
"8568","Camas na Cloiche Ruaidhe",796555,115684
"13615","Coire an t-Saighdeir",796531,296483
"8928","Bellamore Craig",796518,340527
"12375","Braeneach",796445,325794
"7677","Glengarry Lodges",796442,228318
"8338","Coir an Lochain",796419,179816
"4018","Crathes",796407,374958
"8570","Cnoc na h-Airigh",796367,116106
"8573","Oigh-sgeir",796354,116587
"9975","Inchmarnoch",796270,342399
"8341","Corrach Dubh",796258,178143
"12374","Bush",796246,325674
"8572","Garbh Sgeir",796209,115295
"12695","Portlethen Village",796206,393193
"11392","Kirkton of Durris",796152,377310
"8345","Sgurr a Mhadaidh-ruaidh",796147,178965
"8927","Craigs of Pannanich",796124,338929
"8349","Tom an Neoil",796092,180426
"3638","Sron Gharbh",796071,203249
"8571","Cnoc nan Uibhean",796056,115642
"12376","Lawsie",796053,326130
"4012","Marywell",796041,358096
"8575","Sgeir nan Cuag",796031,116087
"8574","Rubha Ban",795969,115514
"8567","A Ghruagach",795962,116032
"10214","Uidh",795954,65442
"8488","Harris",795914,133882
"10199","Ballater",795863,336973
"12377","Crathienaird",795846,325747
"13901","Druim a Ghoirtein",795800,188398
"12379","Rinachat",795768,325289
"9972","Tanar",795748,347477
"11393","Woodlands of Durris",795711,378821
"1626","Banchory",795704,369496
"12378","Ardoch",795676,326290
"3596","Camusrory",795667,185669
"6509","Glen Feshie",795655,285075
"8339","Coire Dubh",795619,180386
"14328","Ballogie",795592,357307
"12416","Drummargettie",795590,324161
"3597","TÃ²rr Cruinn",795564,184741
"4083","Glasnacardoch",795540,167501
"12389","Ciach Lodge",795496,311706
"12471","Auchnagymlinn",795494,319187
"12472","Auchtavan",795437,320360
"8266","Bealach an Oir",795297,138633
"13843","Mill of Cosh",795293,332173
"12412","Mains of Monatirie",795260,324302
"12415","Tynaaich",795226,324926
"9349","Mains of Abergeldie",795200,328879
"12411","Coldrach",795195,323945
"12414","Tornagirroch",795126,324695
"12696","Downies",795062,392445
"13894","Sourlies",795049,186832
"13902","Druim nan Uidhag",795045,189775
"8335","Coille Chaolais",795020,182143
"8342","Reidh a Ghuail",795003,178192
"8334","Braomisaig",795002,178857
"12410","Stranreach",794951,323852
"2827","Crathie",794924,326371
"8264","Welshmans Rock",794911,141628
"3380","Bealach an Lagain Duibh",794816,191003
"8268","Bealach an Fhuarain",794805,137822
"12698","Cammachmore",794803,390704
"3591","Finiskaig",794740,187090
"12404","Ratlich",794731,321215
"12413","Balnuilt",794623,324251
"12405","Dalchork",794604,321854
"8177","Coire Loch BlÃ ir",794536,204672
"10215","Baile Bhatarsaigh",794495,63202
"2606","Gergask",794430,261210
"3604","TÃ²rr nan Gamhainn",794429,175827
"3118","MÃ m na Cloich Airde",794408,189211
"12409","Stronagoar",794381,322723
"12417","Carnaquhhen",794352,324205
"2519","Laggan",794334,261498
"3603","Stoul",794302,175486
"5672","Balgowan",794296,263616
"5883","Cluny Castle",794287,264568
"12408","Balnalan",794245,322918
"12403","Balmore",794239,321636
"3618","Bac Gobhar",794225,185964
"9976","Easter Balmoral",794205,326408
"3602","Meall na SrÃ²ine",794099,191448
"3131","Phones",794069,270448
"12407","Tullochcoy",794019,323072
"28","Camusaneighin",794011,183464
"12406","Ballochlaggan",793990,322257
"12396","Khantore",793928,328846
"12402","Crofts of Balnoe",793909,321194
"13900","Druim Coire nan Laogh",793853,190592
"12401","Balnoe",793825,321492
"1695","Carnachuin",793802,284573
"12399","Am Bealac",793782,318949
"29","RubhArd na Murrach",793781,182639
"14326","Netherley",793757,384865
"3621","Carn Dubh",793730,184805
"3613","Coire Dubh",793726,187355
"3605","TÃ²rr a Chonnaidh",793653,176198
"3625","Ardnamurach",793641,182704
"8176","Choire Mhuic",793560,213161
"11322","Chapelton of Elsick",793502,389501
"3627","Creag Chruachain",793499,181050
"4577","Newtonhill",793454,390974
"3620","Sgurr nam Meirleach",793440,186023
"12393","Loinveg",793439,331489
"6872","Coire Mharconaich",793437,291038
"8502","Derry Lodge",793400,304134
"3119","Ardintigh Point",793397,177906
"13542","North Cookney",793387,387526
"3622","Bealach nan Daoine",793384,186911
"12400","Balloch",793356,320087
"8505","Luibeg",793349,303727
"10403","Glenfeshie Lodge",793334,284255
"12258","Finzean House",793328,359220
"2535","Cookney",793286,387121
"12392","Boultshoch",793284,327786
"3631","Kylesmorar",793143,180386
"6511","Glen Tromie",793142,276017
"12394","Camlet",793124,330755
"3619","Coire na Caithris",793114,184961
"13616","Coire Cath nam Fionn",793114,295082
"3606","Ardintigh",793112,177684
